CustomerID,FirstName,LastName,Email,Phone,City,State,ZipCode,PurchaseAmount,TransactionDate,ChannelCode,TerritoryName,StoreDivisionNumber,SuperChannelDesc
1797,,Baker,jbaker@icloud.com,373-801-7237,San Diego,CA,92101,177.81,2025-03-16,Wholesale,Midwest,DIV003,Direct
1445,Charles,,charles.wright@outlook.com,569-357-5040,San Jose,CA,95101,723.69,2025-08-23,Distributor,West,DIV005,E-Commerce
1311,John,Allen,johnallen@icloud.com,537-550-6484,Austin,TX,73301,436.31,2025-11-05,Mobile App,Southeast,DIV003,B2B
1205,Betty,Clark,bettyclark@outlook.com,498-852-9044,Philadelphia,PA,19101,968.09,2025-07-21,In-Store,Midwest,DIV004,B2B
1954,Donna,Thomas,donna.thomas@icloud.com,898-886-1440,Denver,CO,80201,953.47,2025-05-30,Distributor,Mid-Atlantic,DIV002,Direct
1070,Nancy,Flores,nancyflores@aol.com,447-358-3525,Phoenix,AZ,85001,718.08,2025-09-03,Distributor,Northeast,DIV004,Partner
1547,Helen,Wright,helenwright@gmail.com,918-931-9796,Seattle,WA,98101,597.88,2025-03-27,Online,Northeast,DIV002,B2B
1045,Donna,Allen,donna.allen@outlook.com,210-200-5239,Austin,TX,73301,229.78,2025-04-24,Mobile App,West,DIV005,Partner
1400,Mark,Carter,markcarter@yahoo.com,225-594-2712,San Francisco,CA,94101,302.48,2025-06-09,Online,Northeast,DIV002,B2B
1803,David,Adams,davidadams@hotmail.com,299-548-8412,Indianapolis,IN,46201,325.72,2025-06-25,Wholesale,Northeast,DIV001,Retail
1693,Barbara,Harris,bharris@yahoo.com,363-438-7985,San Francisco,CA,94101,958.88,2025-04-06,In-Store,Pacific Northwest,DIV004,E-Commerce
1442,Daniel,,danieljohnson@yahoo.com,806-539-7370,Nashville,TN,37201,14.41,2025-10-23,In-Store,Southeast,DIV003,Retail
1892,Sandra,Anderson,sandra.anderson@hotmail.com,668-216-5298,Jacksonville,FL,32099,673.99,2025-07-18,Distributor,West,DIV003,Partner
1601,Robert,Lee,rlee@outlook.com,376-933-5873,Jacksonville,FL,32099,0,2025-03-02,Mobile App,Northeast,DIV002,B2B
1119,William,Walker,williamwalker@icloud.com,628-710-3258,Phoenix,AZ,85001,579.06,2025-12-22,Distributor,Southeast,DIV004,Partner
1953,William,Baker,WilliamBakeroutlook.com,343-291-6154,Philadelphia,PA,19101,843.57,2025-09-06,Mobile App,Northeast,DIV003,Retail
1119,William,Walker,williamwalker@icloud.com,628-710-3258,Phoenix,AZ,85001,579.06,2025-12-22,Distributor,Southeast,DIV004,Partner
1225,Susan,,swilliams@yahoo.com,495-272-8492,Dallas,TX,75201,569.99,2025-10-21,Distributor,West,DIV005,Retail
1793,Sandra,Walker,swalker@gmail.com,651-659-4580,Seattle,WA,98101,989.88,2025-01-17,Online,Mid-Atlantic,DIV002,B2B
1356,James,Torres,JamesTorresyahoo.com,955-702-6744,Houston,TX,77001,862.44,2025-11-12,Mobile App,Mid-Atlantic,DIV004,E-Commerce
1211,David,Brown,dbrown@hotmail.com,487-711-9827,Denver,CO,80201,176.69,2025-09-21,Wholesale,Midwest,DIV005,B2B
1695,Patricia,Wilson,PatriciaWilsongmail.com,871-229-3174,Columbus,OH,43085,257.18,2025-09-08,Wholesale,Pacific Northwest,DIV002,Direct
1647,Charles,Wright,charles.wright@outlook.com,848-913-2525,Fort Worth,TX,76101,408.82,2025-09-07,Wholesale,Mid-Atlantic,DIV003,Direct
1002,Jason,Garcia,jgarcia@aol.com,914-466-2037,CHARLOTTE,NC,28201,797.72,2025-09-11,Distributor,Southeast,DIV004,E-Commerce
1848,Susan,Lewis,SusanLewisicloud.com,779-972-8951,Seattle,WA,98101,790.42,2025-01-09,Online,Northeast,DIV001,Direct
1878,Barbara,Torres,barbaratorres@gmail.com,407-805-3161,Charlotte,NC,28201,883.33,2025-12-02,Wholesale,Southeast,DIV003,Retail
1084,Christopher,Taylor,ctaylor@outlook.com,512-843-4836,Los Angeles,CA,90001,434.94,2025-04-20,Online,Mid-Atlantic,DIV001,Retail
1135,Steven,White,stevenwhite@aol.com,209-108-6629,San Francisco,CA,94101,0,2025-02-06,Distributor,Mid-Atlantic,DIV002,Direct
1091,Laura,Miller,lauramiller@hotmail.com,506-240-7270,Houston,TX,77001,775.73,2025-09-29,In-Store,Mid-Atlantic,DIV002,Retail
1624,Brian,Taylor,btaylor@hotmail.com,418-743-3480,Charlotte,NC,28201,920.7,2025-02-14,Mobile App,Mid-Atlantic,DIV004,E-Commerce
1143,Sarah,Davis,sarahdavis@aol.com,559-539-6152,Denver,CO,80201,793.17,2025-10-11,In-Store,Midwest,DIV001,E-Commerce
1738,Carol,Young,carolyoung@aol.com,410-630-9348,New York,NY,10001,196.76,2025-09-11,Distributor,Midwest,DIV001,E-Commerce
1246,Donald,Roberts,donald.roberts@icloud.com,000-000-0000,Chicago,IL,60601,392.97,2025-12-16,Mobile App,Southwest,DIV003,Partner
1482,Jason,Jones,jason.jones@icloud.com,214-368-4534,New York,NY,10001,49.43,2025-05-27,Online,Pacific Northwest,DIV004,Partner
1513,Jason,Wright,jasonwright@aol.com,284-755-9791,Columbus,OH,43085,542.28,2025-02-10,In-Store,Midwest,DIV001,B2B
1208,Michael,,mnelson@outlook.com,849-881-2083,Austin,TX,73301,317.07,2025-05-06,Distributor,Mid-Atlantic,DIV002,Retail
1444,Robert,Nguyen,robert.nguyen@icloud.com,516-782-3877,Nashville,TN,37201,128.25,2025-09-12,In-Store,Mid-Atlantic,DIV001,E-Commerce
1535,george,Martin,george.martin@hotmail.com,967-899-5403,Philadelphia,PA,19101,735.61,2025-08-08,Online,Pacific Northwest,DIV001,B2B
1065,Maria,Mitchell,mariamitchell@outlook.com,723-468-1908,Chicago,IL,60601,504.61,2025-05-11,Mobile App,Southeast,DIV003,E-Commerce
1915,Donna,Davis,ddavis@aol.com,202-145-1201,San Diego,CA,92101,252.11,2025-04-02,Distributor,Midwest,DIV004,E-Commerce
1878,Alice,Baker,alicebaker@yahoo.com,454-526-6241,Columbus,OH,43085,278.55,2025-09-15,Online,West,DIV003,Retail
1205,Betty,Clark,bettyclark@outlook.com,498-852-9044,Philadelphia,PA,19101,968.09,2025-07-21,In-Store,Midwest,DIV004,B2B
1793,Sandra,Walker,swalker@gmail.com,651-659-4580,Seattle,WA,98101,989.88,2025-01-17,Online,Mid-Atlantic,DIV002,B2B
1024,Jennifer,Nelson,jnelson@aol.com,209-443-1023,Jacksonville,FL,32099,761.34,2025-04-16,Distributor,Pacific Northwest,DIV003,Retail
1243,Nancy,Flores,nflores@yahoo.com,486-195-1719,Los Angeles,CA,90001,922.06,2025-02-13,Mobile App,Southwest,DIV003,Direct
1517,Linda,Allen,lallen@icloud.com,263-545-3141,Chicago,IL,60601,244.4,2025-12-25,Wholesale,Pacific Northwest,DIV003,Direct
1334,Margaret,Torres,MargaretTorresyahoo.com,407-239-2785,Dallas,TX,75201,163.86,2025-07-28,In-Store,Southwest,DIV004,B2B
1366,Jason,Jackson,jasonjackson@hotmail.com,471-972-2964,Charlotte,NC,28201,99.52,2025-04-21,Wholesale,Pacific Northwest,DIV005,Retail
1335,Michael,Garcia,michaelgarcia@hotmail.com,725-150-5896,San Diego,CA,92101,267.57,2025-10-12,In-Store,Northeast,DIV004,Direct
1255,Patricia,Nguyen,patricia.nguyen@yahoo.com,212-163-4641,HOUSTON,TX,77001,139.41,2025-10-28,Distributor,Midwest,DIV001,Partner
1832,Mary,Johnson,mjohnson@yahoo.com,000-000-0000,Chicago,IL,60601,101.06,2025-01-26,Wholesale,Northeast,DIV001,Direct
1878,Alice,Baker,alicebaker@yahoo.com,454-526-6241,Columbus,OH,43085,278.55,2025-09-15,Online,West,DIV003,Retail
1631,Richard,Young,ryoung@outlook.com,690-162-2437,Indianapolis,IN,46201,286.98,2025-05-08,In-Store,Southwest,DIV002,Partner
1821,Sandra,Johnson,sandrajohnson@aol.com,000-000-0000,Fort Worth,TX,76101,350.59,2025-05-19,Mobile App,West,DIV003,Direct
1326,Carol,White,carol.white@hotmail.com,683-642-6856,New York,NY,10001,0,2025-12-03,In-Store,Southeast,DIV001,E-Commerce
1546,Kevin,Brown,kevinbrown@icloud.com,563-959-3846,San Diego,CA,92101,184.34,2025-01-15,Mobile App,Midwest,DIV003,Partner
1360,Donna,Mitchell,donna.mitchell@icloud.com,704-655-6063,Phoenix,AZ,,183.8,2025-11-05,Online,Northeast,DIV001,E-Commerce
1539,Betty,Smith,betty.smith@icloud.com,333-448-3907,Austin,TX,73301,919.59,2025-10-28,Wholesale,Northeast,DIV001,E-Commerce
1145,Jason,Davis,jason.davis@hotmail.com,582-821-7481,San Francisco,CA,94101,590.16,2025-03-22,Wholesale,Midwest,DIV003,E-Commerce
1447,Ruth,Flores,rflores@yahoo.com,775-810-6846,Austin,TX,73301,231,2025-06-07,Mobile App,Pacific Northwest,DIV002,Direct
1301,Linda,Anderson,landerson@aol.com,600-971-1530,New York,NY,10001,190.26,2025-11-24,Wholesale,Pacific Northwest,DIV005,E-Commerce
1959,Donald,Moore,donald.moore@aol.com,443-455-6234,AUSTIN,TX,73301,176.21,2025-01-06,Online,Pacific Northwest,DIV003,Direct
1255,Michelle,Jones,michelle.jones@hotmail.com,937-101-1788,Jacksonville,FL,32099,392.08,2025-07-13,Distributor,Southeast,DIV004,Direct
1384,Patricia,Hill,phill@aol.com,430-266-8393,Denver,CO,80201,82.97,2025-05-14,Online,Midwest,DIV001,B2B
1075,Thomas,Taylor,ttaylor@yahoo.com,000-000-0000,Fort Worth,TX,76101,344.57,2025-12-01,Mobile App,Southwest,DIV001,Direct
1911,Paul,,paultaylor@gmail.com,410-294-7705,Los Angeles,CA,90001,700.22,2025-05-02,Mobile App,Midwest,DIV003,B2B
1402,Donna,Baker,donna.baker@yahoo.com,569-103-8005,Indianapolis,IN,,96.75,2025-01-14,Mobile App,Southwest,DIV002,Retail
1653,Susan,Garcia,susangarcia@gmail.com,607-582-9013,Indianapolis,IN,46201,895.93,2025-04-05,Wholesale,Northeast,DIV005,Direct
1390,Christopher,Anderson,christopheranderson@gmail.com,650-576-5315,Charlotte,NC,28201,233.98,2025-12-23,Wholesale,West,DIV001,E-Commerce
1087,Sharon,Lee,slee@outlook.com,432-666-1999,Seattle,WA,98101,842.39,2025-10-21,Mobile App,Southwest,DIV005,Direct
1487,Joseph,Garcia,joseph.garcia@aol.com,714-684-9467,Fort Worth,TX,76101,802.45,2025-03-30,Mobile App,Southeast,DIV001,Direct
1171,David,Thomas,davidthomas@gmail.com,280-799-8133,Phoenix,AZ,85001,209.9,2025-06-13,In-Store,Pacific Northwest,DIV005,B2B
1936,Mary,Garcia,marygarcia@icloud.com,765-433-5525,Fort Worth,TX,76101,524.49,2025-09-25,Online,Pacific Northwest,DIV005,Partner
1115,Nancy,Moore,nmoore@icloud.com,796-876-2641,Phoenix,AZ,85001,925.68,2025-10-02,Mobile App,Pacific Northwest,DIV001,B2B
1898,Nancy,Martin,nancymartin@aol.com,785-723-8750,Fort Worth,TX,76101,47.09,2025-11-08,Wholesale,Southwest,DIV002,Partner
1411,alice,Allen,alice.allen@aol.com,250-863-8785,Austin,TX,73301,921.63,2025-06-09,Wholesale,Northeast,DIV003,B2B
1503,Michelle,Miller,michellemiller@yahoo.com,961-553-6257,San Diego,CA,,276.73,2025-08-15,Distributor,West,DIV001,E-Commerce
1915,Donna,Davis,ddavis@aol.com,202-145-1201,San Diego,CA,92101,252.11,2025-04-02,Distributor,Midwest,DIV004,E-Commerce
1878,Alice,Baker,alicebaker@yahoo.com,454-526-6241,Columbus,OH,43085,278.55,2025-09-15,Online,West,DIV003,Retail
1500,Carol,Torres,ctorres@outlook.com,764-458-6640,Philadelphia,PA,19101,171.88,2025-01-15,Wholesale,Mid-Atlantic,DIV001,B2B
1166,Donna,Jackson,donna.jackson@aol.com,893-311-5408,San Diego,CA,92101,655.07,2025-03-09,Mobile App,Northeast,DIV001,Direct
1615,John,White,johnwhite@icloud.com,929-826-5511,Dallas,TX,,429.57,2025-05-10,Distributor,Pacific Northwest,DIV003,Direct
1309,Ronald,Adams,radams@outlook.com,304-107-9380,Nashville,tn,37201,999.44,2025-05-25,Wholesale,West,DIV005,Partner
1110,Betty,Jones,bjones@hotmail.com,532-982-5536,Austin,TX,73301,268.54,2025-05-04,Wholesale,Southeast,DIV002,Partner
1824,Carol,Allen,carol.allen@aol.com,938-126-9148,Austin,TX,73301,997.49,2025-01-19,Wholesale,Southwest,DIV004,Direct
1585,Elizabeth,Lewis,elewis@aol.com,853-903-8794,San Diego,CA,92101,907.46,2025-12-03,Wholesale,West,DIV003,E-Commerce
1185,Susan,Miller,smiller@yahoo.com,464-842-3999,Indianapolis,IN,46201,0,2025-07-01,Wholesale,Mid-Atlantic,DIV001,E-Commerce
1892,,Wright,josephwright@hotmail.com,799-401-8598,Austin,TX,73301,852.7,2025-11-14,Distributor,Northeast,DIV005,Partner
1910,Elizabeth,Green,elizabethgreen@aol.com,742-405-7768,Houston,TX,77001,63.52,2025-07-29,In-Store,Southeast,DIV002,B2B
1914,mark,Moore,mark.moore@aol.com,997-182-8988,Austin,TX,73301,339.3,2025-08-20,In-Store,Midwest,DIV001,Retail
1779,Jason,Taylor,jasontaylor@yahoo.com,981-898-2442,Denver,CO,80201,138.11,2025-08-08,Distributor,Mid-Atlantic,DIV004,Direct
1392,John,Williams,jwilliams@yahoo.com,582-114-6279,Seattle,WA,98101,759.28,2025-11-17,Mobile App,Southeast,DIV001,Retail
1231,Michelle,Lee,michelle.lee@yahoo.com,592-615-6015,San Jose,CA,95101,175.35,2025-09-24,Online,Midwest,DIV003,Direct
1345,Paul,Wilson,paulwilson@outlook.com,968-292-3701,Austin,TX,,948.6,2025-03-09,Distributor,Northeast,DIV002,E-Commerce
1022,Steven,Green,stevengreen@gmail.com,928-766-1612,Philadelphia,PA,19101,381.44,2025-01-25,Wholesale,Pacific Northwest,DIV005,Partner
1049,Sharon,Miller,smiller@gmail.com,318-526-8279,New York,NY,10001,386.45,2025-04-16,Mobile App,Midwest,DIV004,E-Commerce
1645,John,,john.robinson@aol.com,878-632-5423,Columbus,OH,43085,626.57,2025-11-13,In-Store,Southwest,DIV001,Partner
1878,Alice,Baker,alicebaker@yahoo.com,454-526-6241,Columbus,OH,43085,278.55,2025-09-15,Online,West,DIV003,Retail
1932,David,Hill,david.hill@yahoo.com,213-787-2458,Austin,TX,73301,907.81,2025-02-16,Mobile App,Mid-Atlantic,DIV004,E-Commerce
1076,Laura,Miller,laura.miller@aol.com,667-403-5327,Dallas,TX,75201,469.63,2025-05-29,Online,Pacific Northwest,DIV002,Retail
1693,Margaret,Scott,margaret.scott@gmail.com,209-972-3267,HOUSTON,TX,77001,666.72,2025-11-15,In-Store,Midwest,DIV003,Direct
1750,James,Walker,james.walker@yahoo.com,610-509-8479,Austin,TX,73301,279.11,2025-11-29,Distributor,Mid-Atlantic,DIV004,Direct
1170,Robert,Wilson,robert.wilson@yahoo.com,626-704-8908,Los Angeles,CA,90001,804.24,2025-07-03,Distributor,Southeast,DIV005,Direct
1883,Ronald,Wilson,ronald.wilson@outlook.com,621-551-1753,Indianapolis,IN,46201,0,2025-10-17,Wholesale,Northeast,DIV005,Partner
1978,Sharon,Lewis,slewis@icloud.com,917-733-2560,San Francisco,CA,94101,438.52,2025-03-18,In-Store,Southwest,DIV003,Direct
1571,Edward,Brown,edward.brown@aol.com,717-969-8688,New York,NY,10001,853.35,2025-05-04,In-Store,Northeast,DIV004,B2B
1284,Bob,Green,bgreen@icloud.com,587-512-4850,San Diego,CA,92101,88.04,2025-02-15,Distributor,Pacific Northwest,DIV005,Direct
1457,Margaret,Davis,mdavis@aol.com,218-205-7609,Indianapolis,IN,46201,418.22,2025-11-06,Mobile App,West,DIV001,Retail
1652,Joseph,Green,jgreen@yahoo.com,887-567-6584,Seattle,WA,98101,369.71,2025-06-19,Online,Pacific Northwest,DIV002,Direct
1634,Carol,Hill,carolhill@aol.com,316-199-4633,Jacksonville,FL,32099,12.17,2025-09-25,Wholesale,Pacific Northwest,DIV003,Partner
1108,Alice,Taylor,ataylor@yahoo.com,960-838-7704,Indianapolis,IN,,115.89,2025-07-21,Mobile App,Southeast,DIV002,Retail
1844,Elizabeth,Lewis,elizabeth.lewis@outlook.com,848-957-3018,Houston,TX,77001,774.42,2025-03-10,Distributor,Southwest,DIV005,Partner
1004,George,Brown,gbrown@outlook.com,694-620-3903,Seattle,WA,98101,694.9,2025-07-18,In-Store,Mid-Atlantic,DIV002,Retail
1620,Margaret,Green,mgreen@outlook.com,909-880-5067,Fort Worth,TX,76101,280.86,2025-03-12,Wholesale,Midwest,DIV004,E-Commerce
1716,Kevin,Green,KevinGreenaol.com,521-828-4560,San Jose,CA,95101,208.88,2025-12-11,Mobile App,Mid-Atlantic,DIV003,B2B
1727,Brian,Anderson,banderson@icloud.com,852-430-2890,San Francisco,CA,94101,763.17,2025-12-08,Mobile App,Southwest,DIV005,Partner
1690,Kevin,Nelson,kevin.nelson@outlook.com,735-209-1414,San Jose,CA,95101,387.06,2025-05-17,Online,Mid-Atlantic,DIV001,E-Commerce
1164,Susan,Martin,smartin@gmail.com,502-308-9866,Phoenix,AZ,85001,41.98,2025-04-25,Distributor,Northeast,DIV005,Partner
1824,Carol,Allen,carol.allen@aol.com,938-126-9148,Austin,TX,73301,997.49,2025-01-19,Wholesale,Southwest,DIV004,Direct
1207,Edward,Torres,etorres@aol.com,926-763-7025,San Diego,ca,92101,757.56,2025-04-10,Mobile App,Mid-Atlantic,DIV005,E-Commerce
1181,Ronald,Jones,rjones@yahoo.com,726-222-7180,Philadelphia,PA,19101,50.23,2025-03-24,Wholesale,West,DIV003,E-Commerce
1261,John,Lewis,john.lewis@aol.com,240-257-6285,Charlotte,NC,28201,600.91,2025-10-21,Mobile App,Pacific Northwest,DIV003,Direct
1074,Anthony,Clark,anthony.clark@yahoo.com,733-169-9276,San Francisco,CA,94101,0,2025-06-28,Mobile App,West,DIV004,Retail
1218,Sharon,Lewis,sharonlewis@hotmail.com,423-870-9691,Austin,TX,73301,480.11,2025-12-09,Mobile App,Pacific Northwest,DIV001,Retail
1457,Margaret,Davis,mdavis@aol.com,218-205-7609,Indianapolis,IN,46201,418.22,2025-11-06,Mobile App,West,DIV001,Retail
1841,Jason,Walker,jasonwalker@icloud.com,000-000-0000,San Francisco,CA,94101,899.3,2025-02-19,In-Store,Midwest,DIV005,Retail
1979,Jason,Nelson,jnelson@gmail.com,267-315-4492,Seattle,WA,98101,866.3,2025-10-03,Distributor,Pacific Northwest,DIV001,E-Commerce
1899,Kevin,Scott,kscott@aol.com,357-124-8523,Chicago,IL,60601,719.7,2025-04-02,Online,Northeast,DIV001,Retail
1571,Mary,Mitchell,marymitchell@hotmail.com,597-561-7626,San Diego,CA,92101,438.69,2025-01-04,Online,Southwest,DIV001,Partner
1633,Mary,Carter,mary.carter@aol.com,566-614-2738,Los Angeles,CA,90001,296.94,2025-08-13,Wholesale,West,DIV001,B2B
1841,Sharon,Johnson,sjohnson@yahoo.com,425-239-7406,Indianapolis,IN,46201,798.8,2025-12-13,Mobile App,Midwest,DIV002,B2B
1988,Laura,Walker,lwalker@icloud.com,344-226-1684,New York,ny,10001,14.98,2025-02-13,Mobile App,Southwest,DIV005,Partner
1766,Kevin,Lee,klee@outlook.com,000-000-0000,San Antonio,TX,78201,192.15,2025-02-28,Mobile App,Pacific Northwest,DIV003,E-Commerce
1818,Donna,Brown,dbrown@outlook.com,762-174-5762,Seattle,WA,98101,674.97,2025-09-07,Wholesale,Northeast,DIV002,Partner
1365,Linda,Harris,lharris@hotmail.com,271-298-6206,Houston,TX,77001,491,2025-03-20,Wholesale,West,DIV003,Partner
1373,Margaret,Scott,margaretscott@gmail.com,452-904-4629,Philadelphia,PA,19101,715.08,2025-12-14,Distributor,Midwest,DIV003,E-Commerce
1898,Betty,Nguyen,bettynguyen@hotmail.com,698-664-2783,Charlotte,NC,,184.01,2025-10-03,Mobile App,Northeast,DIV003,E-Commerce
1751,Ruth,Jones,rjones@gmail.com,846-131-7637,Chicago,IL,60601,771.51,2025-10-06,In-Store,Northeast,DIV005,B2B
1552,Betty,Moore,betty.moore@outlook.com,990-703-5767,Jacksonville,FL,32099,142.54,2025-07-06,Mobile App,West,DIV001,Direct
1751,Ruth,Jones,rjones@gmail.com,846-131-7637,Chicago,IL,60601,771.51,2025-10-06,In-Store,Northeast,DIV005,B2B
1988,Laura,Walker,lwalker@icloud.com,344-226-1684,New York,ny,10001,14.98,2025-02-13,Mobile App,Southwest,DIV005,Partner
1331,Patricia,Adams,patriciaadams@aol.com,792-657-3848,DALLAS,TX,75201,382.89,2025-09-22,Distributor,Midwest,DIV005,Retail
1996,Jennifer,Adams,jenniferadams@hotmail.com,698-911-8898,Fort Worth,TX,76101,0,2025-03-26,Online,West,DIV002,Direct
1526,Brian,Thompson,brian.thompson@yahoo.com,361-470-2938,San Antonio,TX,78201,664.5,2025-09-04,Distributor,Pacific Northwest,DIV003,Retail
1490,David,Carter,davidcarter@aol.com,222-349-1706,Philadelphia,PA,19101,136.61,2025-01-21,Mobile App,Southeast,DIV002,Partner
1150,Bob,Taylor,btaylor@yahoo.com,615-713-1305,Dallas,TX,75201,879.72,2025-11-07,Wholesale,Northeast,DIV002,Direct
1888,Betty,Taylor,btaylor@outlook.com,346-913-3979,San Diego,CA,92101,626.98,2025-08-21,Mobile App,Midwest,DIV002,B2B
1070,Jennifer,,jennifer.hall@yahoo.com,216-307-9564,Fort Worth,TX,76101,861,2025-11-07,Mobile App,Mid-Atlantic,DIV004,E-Commerce
1487,Edward,Roberts,eroberts@icloud.com,970-220-2526,Los Angeles,CA,90001,487.42,2025-12-14,In-Store,West,DIV005,Retail
1534,Nancy,Walker,nwalker@aol.com,639-334-8899,Los Angeles,CA,90001,791.66,2025-02-20,Distributor,Midwest,DIV005,Partner
1331,Patricia,Adams,patriciaadams@aol.com,792-657-3848,DALLAS,TX,75201,382.89,2025-09-22,Distributor,Midwest,DIV005,Retail
1210,michelle,Clark,michelle.clark@hotmail.com,358-536-5155,Columbus,OH,43085,268.69,2025-11-10,Mobile App,Southwest,DIV005,B2B
1696,Daniel,Jackson,djackson@icloud.com,694-283-7065,Columbus,OH,43085,563.5,2025-06-26,Distributor,Midwest,DIV003,Partner
1407,Kevin,Wilson,kevin.wilson@aol.com,657-901-3650,Houston,TX,77001,109.28,2025-11-11,Mobile App,Southwest,DIV003,Partner
1723,Bob,Taylor,bob.taylor@aol.com,293-943-3381,Fort Worth,TX,76101,0,2025-05-15,Mobile App,Southwest,DIV001,Retail
1070,Jennifer,,jennifer.hall@yahoo.com,216-307-9564,Fort Worth,TX,76101,861,2025-11-07,Mobile App,Mid-Atlantic,DIV004,E-Commerce
1953,George,,gyoung@gmail.com,722-628-4795,San Antonio,TX,78201,619.04,2025-03-22,Online,Midwest,DIV002,Retail
1282,Jason,Allen,jasonallen@aol.com,615-700-4281,Jacksonville,FL,32099,522.57,2025-10-14,Online,Northeast,DIV005,B2B
1356,Dorothy,Thompson,dorothy.thompson@icloud.com,665-513-1076,San Diego,CA,92101,268.5,2025-02-07,Distributor,West,DIV001,Partner
1348,Robert,Green,rgreen@icloud.com,456-810-8254,Dallas,TX,75201,966.39,2025-08-23,Mobile App,Southwest,DIV002,B2B
1918,Steven,Johnson,stevenjohnson@gmail.com,269-491-4610,Indianapolis,IN,46201,680.14,2025-06-30,In-Store,Pacific Northwest,DIV003,Direct
1009,Michelle,Martin,michelle.martin@hotmail.com,608-789-6603,San Diego,CA,92101,85.27,2025-04-22,In-Store,Southwest,DIV003,B2B
1275,William,Thomas,william.thomas@aol.com,440-853-4965,Indianapolis,IN,46201,874.02,2025-11-13,In-Store,Southeast,DIV002,E-Commerce
1797,Patricia,Davis,pdavis@aol.com,704-728-1108,Chicago,IL,60601,766.6,2025-11-14,Mobile App,Northeast,DIV004,B2B
1919,Donna,Thompson,dthompson@yahoo.com,486-507-4638,Indianapolis,IN,46201,752.67,2025-09-02,In-Store,Northeast,DIV005,Direct
1033,Helen,,helen.lee@aol.com,668-223-9490,Fort Worth,TX,76101,465.47,2025-10-25,Online,Northeast,DIV002,Direct
1370,Edward,Martin,edwardmartin@icloud.com,442-375-8722,Philadelphia,PA,,958.94,2025-08-06,Wholesale,Midwest,DIV002,Direct
1717,Sarah,Walker,sarahwalker@outlook.com,661-284-3148,Jacksonville,FL,32099,979.48,2025-05-01,In-Store,Pacific Northwest,DIV001,B2B
1876,Lisa,Thomas,lisa.thomas@aol.com,684-925-1159,Phoenix,AZ,85001,184.84,2025-06-11,Distributor,Southeast,DIV005,Partner
1307,Maria,Baker,mariabaker@gmail.com,301-807-3676,DENVER,CO,80201,69.44,2025-06-21,Wholesale,Southwest,DIV001,Direct
1368,Kenneth,Baker,kenneth.baker@hotmail.com,621-224-6752,Dallas,TX,75201,868.69,2025-11-29,Mobile App,Southeast,DIV005,Partner
1178,Jason,Young,jyoung@hotmail.com,722-599-8322,Jacksonville,FL,32099,890.74,2025-11-20,Distributor,West,DIV003,Direct
1889,Barbara,Lewis,blewis@aol.com,785-514-2168,Columbus,oh,43085,88.32,2025-12-01,Wholesale,Southeast,DIV003,B2B
1273,Carol,Allen,carolallen@outlook.com,965-701-9535,Dallas,TX,75201,965.87,2025-03-06,Distributor,Southeast,DIV002,Retail
1677,Maria,Garcia,mariagarcia@yahoo.com,305-197-2045,San Antonio,TX,78201,937.43,2025-07-23,Distributor,West,DIV001,Retail
1085,Patricia,Martin,patricia.martin@yahoo.com,870-499-6068,Nashville,TN,37201,237.06,2025-09-27,Wholesale,Southwest,DIV002,E-Commerce
1029,Alice,Lee,alicelee@outlook.com,753-378-9987,Austin,TX,73301,450.4,2025-08-22,Mobile App,Southeast,DIV005,Partner
1651,Donna,Scott,dscott@aol.com,746-417-6688,San Francisco,CA,94101,486.84,2025-06-07,In-Store,Pacific Northwest,DIV001,Direct
1266,Michael,Robinson,mrobinson@gmail.com,976-968-3233,New York,ny,10001,350.45,2025-09-02,Distributor,West,DIV001,Direct
1784,Paul,Young,paul.young@yahoo.com,761-482-4089,Nashville,TN,37201,417.62,2025-03-25,Mobile App,Southwest,DIV004,E-Commerce
1661,Lisa,Hall,lisa.hall@hotmail.com,632-740-4924,San Diego,CA,92101,521.44,2025-11-29,Mobile App,Pacific Northwest,DIV003,B2B
1828,Charles,Wright,charles.wright@gmail.com,000-000-0000,San Antonio,TX,78201,640.52,2025-09-09,Mobile App,Southwest,DIV003,Partner
1019,Michael,Brown,MichaelBrowngmail.com,304-388-5410,Seattle,WA,98101,133.79,2025-02-16,Distributor,Mid-Atlantic,DIV001,E-Commerce
1505,David,Lewis,davidlewis@hotmail.com,580-574-1519,Columbus,OH,43085,336.95,2025-02-06,In-Store,Northeast,DIV003,Direct
1185,Elizabeth,Martin,elizabeth.martin@gmail.com,986-831-5078,Fort Worth,TX,76101,390.95,2025-08-24,Distributor,Southeast,DIV001,E-Commerce
1096,George,Jackson,gjackson@outlook.com,519-430-3598,INDIANAPOLIS,IN,46201,632.87,2025-03-04,Online,Mid-Atlantic,DIV005,Partner
1653,Joseph,,jthomas@gmail.com,423-215-4866,Jacksonville,FL,32099,636.58,2025-10-27,Wholesale,Northeast,DIV002,B2B
1808,Richard,Smith,rsmith@icloud.com,686-804-3539,Los Angeles,CA,90001,377.68,2025-02-16,Online,Southeast,DIV002,Direct
1346,Sarah,Brown,sbrown@hotmail.com,357-818-9787,Los Angeles,CA,90001,793.55,2025-10-13,In-Store,Southwest,DIV002,B2B
1774,Dorothy,Torres,dtorres@gmail.com,586-466-3207,San Antonio,TX,78201,258.19,2025-05-31,Online,Southwest,DIV004,Partner
